기준일,연번,위탁병원명,종별,병상수,진료과수,광역시도명,시군구명,상세주소,전화번호,위도,경도
2025-01-01,196,감일성모내과,의원,0,4,경기도,하남시,"신우실로 61, 푸리마타워 4층 ",02-6215-7575,37.50994101,127.1617151
2025-01-01,197,박지영내과의원,의원,0,7,경기도,하남시,아리수로 570,031-793-1475,37.56681749,127.1904087
2025-01-01,198,서울본정형외과의원,의원,0,6,경기도,하남시,"신장로 152, 2층,5층",031-791-8825,37.53952348,127.2022002
2025-01-01,199,화성중앙병원,종합병원,151,9,경기도,화성시,향남읍 발안로 5,031-352-8114,37.13134695,126.9107749
2025-01-01,200,동탄시티병원,병원,90,8,경기도,화성시,동탄지성로 113 (반송동) 동탄시티병원,031-8015-3333,37.20848036,127.0626255
2025-01-01,201,동탄서울내과의원,의원,0,7,경기도,화성시,동탄순환대로 127-5 (산척동) 5층 동탄서울내과,031-831-8363,37.16608531,127.1072864
2025-01-01,202,봉담센트럴내과의원,의원,0,4,경기도,화성시,"봉담읍 상리2길 55, 504~506호",031-307-1000,37.22507215,126.9469535
2025-01-01,203,삼성정형외과의원,의원,29,8,경기도,화성시,"봉담읍 삼천병마로 1316,(봉담읍)",031-298-7119,37.22225065,126.9519168
2025-01-01,204,에스1+내과의원,의원,2,4,경기도,화성시,"꽃내음1길 19-6, 5층",031-8078-8078,37.28422113,126.8181251
2025-01-01,205,대우병원,종합병원,225,15,경상남도,거제시,두모길 16,055-680-8114,34.87195161,128.7221212
2025-01-01,206,맑은샘병원,종합병원,171,21,경상남도,거제시,연초면 거제대로 4477,055-736-1004,34.89772442,128.6436559
2025-01-01,207,정안과의원,의원,0,1,경상남도,거제시,거제중앙로 25길 4 유신빌딩 3층,055-636-7345,34.88838562,128.622862
2025-01-01,208,주영민비뇨기과의원,의원,0,2,경상남도,거제시,거제중앙로 1938,055-634-1365,34.8909854,128.6221705
2025-01-01,209,거창적십자병원,병원,91,11,경상남도,거창군,거창읍 중앙로 91,055-949-3332,35.68671628,127.9088538
2025-01-01,210,거창수이비인후과의원,의원,0,10,경상남도,거창군, 거창읍 거열로 116,055-945-9978,35.68860738,127.9065093
2025-01-01,211,고려정형외과의원(거창),의원,0,5,경상남도,거창군,거창읍 강남로 194 고려정형외과의원,055-943-9811,35.6850555,127.9184123
2025-01-01,212,강병원,병원,116,7,경상남도,고성군,고성읍 중앙로 49,055-673-0101,34.97418021,128.3251966
2025-01-01,213,고성비뇨기과의원,의원,0,3,경상남도,고성군,고성읍 동외로 157,055-674-7575,34.97536893,128.3256503
2025-01-01,214,정일성의원,의원,0,13,경상남도,고성군,고성읍 송학로 122번길 19-2 1층 정일성의원,055-673-8866,34.9774291,128.3238514
2025-01-01,215,조은금강병원,종합병원,281,19,경상남도,김해시,김해대로 1814-37,055-330-0300,35.2621609,128.8615433
2025-01-01,216,의)한솔의료재단 한서재활요양병원,요양병원,292,9,경상남도,김해시,진영읍 진영로454번길 102-10 한서재활요양병원,055-346-1222,35.29226638,128.7524592
2025-01-01,217,메가병원,병원,209,10,경상남도,김해시,계동로 237 (대청동) 메가병원,055-903-9000,35.19132938,128.8038813
2025-01-01,218,굿모닝내과의원,의원,0,3,경상남도,김해시,분성로 321 (서상동) 302호,055-335-3565,35.23361666,128.881126
2025-01-01,219,서울안과의원,의원,0,2,경상남도,김해시,"내외중앙로 84 서울메디컬센터 8층,9층",055-327-7582,35.23736552,128.8675541
2025-01-01,220,콩앤팥내과의원,의원,0,5,경상남도,김해시,"계동로 102번길 31, 1.2층",055-313-0808,35.18639529,128.797585
2025-01-01,221,현대정형외과의원,의원,18,12,경상남도,김해시,"구산로19, 2층",055-902-3300,35.24903275,128.8708761
2025-01-01,222,남해병원,병원,142,8,경상남도,남해군,남해읍 화전로 169,055-863-2201,34.84647422,127.8942802
2025-01-01,223,연세안과의원,의원,0,1,경상남도,남해군,남해읍 화전로 85 연세안과 의원,055-862-0357,34.83882019,127.8938524
2025-01-01,224,일등내과의원,의원,0,8,경상남도,남해군,"화전로 96번가길 4, 3층",055-863-1012,34.8400292,127.8950318
2025-01-01,225,밀양윤병원,병원,183,19,경상남도,밀양시,삼문중앙로 32(삼문동),055-354-2200,35.48463811,128.7556289
2025-01-01,226,행복한병원,병원,60,4,경상남도,밀양시,하남읍 수산중앙로 56-2,055-391-0090,35.37464081,128.7115138
2025-01-01,227,밀양선비뇨기과의원,의원,0,2,경상남도,밀양시,중앙로 413 제일빌딩 302호,055-352-7512,35.4965672,128.7477719
2025-01-01,228,우안과의원,의원,0,1,경상남도,밀양시,석정로 7-1,055-355-2112,35.49154129,128.7529604
2025-01-01,229,사천중앙요양병원,요양병원,261,7,경상남도,사천시,사천읍 옥산로 127,055-851-5400,35.07917652,128.0969973
2025-01-01,230,(의)승연의료재단 삼천포서울병원,병원,406,19,경상남도,사천시,남일로 33,055-830-9900,34.93310621,128.08014
2025-01-01,231,우리메디컬의원,의원,24,24,경상남도,사천시,사천읍 진삼로 1481 2층,055-850-7575,35.08340402,128.0856411
2025-01-01,232,신등하나의원,의원,0,11,경상남도,산청군,신등면 신차로 509,055-974-0417,35.37754568,128.0103988
2025-01-01,233,청송의원,의원,0,7,경상남도,산청군,산청읍 웅석봉로 18,055-973-5422,35.41562257,127.875857
2025-01-01,234,베데스다복음병원,종합병원,201,12,경상남도,양산시,신기로 28(신기동),055-781-9708,35.35320646,129.0435873
2025-01-01,235,신세계요양병원,요양병원,274,5,경상남도,양산시,월라2길 45,055-365-6666,35.36405922,129.1496922
2025-01-01,236,더바른내과의원,의원,0,5,경상남도,양산시,"덕계로 61 태광프라자 2,3층",055-785-5888,35.3737068,129.1503134
2025-01-01,237,센텀플러스신경외과의원,의원,0,5,경상남도,양산시,물금읍 청운로 185,055-381-7588,35.31721776,129.0028186
2025-01-01,238,연세빛가정의학과의원,의원,0,6,경상남도,양산시,물금읍 증산역로 152,055-382-7119,35.30917645,129.0061941
2025-01-01,239,이진정형외과의원,의원,0,9,경상남도,양산시,덕계로 22,055-364-5511,35.37033452,129.1485488
2025-01-01,240,의령병원,병원,58,8,경상남도,의령군, 의령읍 의병로 14길 10,055-573-4100,35.31875571,128.2585968
2025-01-01,241,덕영내과의원,의원,0,7,경상남도,의령군,의령읍 의병로 217 덕영내과,055-574-0071,35.31973426,128.2604476
2025-01-01,242,복음의원,의원,0,9,경상남도,의령군,의령읍 충익로 23-6,055-573-9977,35.31828943,128.2616307
2025-01-01,243,진주제일병원,종합병원,270,16,경상남도,진주시,진주대로 885,055-750-7123,35.17939614,128.0899484
2025-01-01,244,한빛요양병원,요양병원,289,6,경상남도,진주시,대신로 120,070-4121-1479,35.17098776,128.1185593
2025-01-01,245,반도병원,병원,168,9,경상남도,진주시,남강로 701,055-747-6000,35.19175624,128.0881394
2025-01-01,246,굿앤센신경외과의원,의원,8,8,경상남도,진주시,"동진로 22, 아주스타타워 8,9층",055-752-8090,35.1785189,128.0936365
2025-01-01,247,밝은삼성안과의원,의원,0,1,경상남도,진주시,진주대로 888 아이비타워 5층,055-795-1700,35.17980996,128.0910578
2025-01-01,248,성심메디컬의원,의원,29,6,경상남도,진주시,서장대로213번길 5 (이현동) 성심메디컬의원,055-746-5538,35.19077512,128.0560631
2025-01-01,249,진주역전이비인후과의원,의원,0,7,경상남도,진주시,관문로4 율곡스퀘어프런티어2 4층,055-759-3535,35.15224748,128.1178074
2025-01-01,250,의)창녕서울의료원 창녕서울병원,병원,100,4,경상남도,창녕군,창녕읍 창녕대로 122 창녕서울병원,055-532-1975,35.53422569,128.4969202
2025-01-01,251,중앙마취통증의학과의원,의원,0,8,경상남도,창녕군,창녕읍 명덕로 66-1,055-532-1450,35.54252038,128.4964311
2025-01-01,252,창녕원이비인후과의원,의원,0,4,경상남도,창녕군,"창녕읍 군청길 18,  501,502호(성동빌딩)",053-533-2224,35.54252931,128.4920638
2025-01-01,253,마산의료원,종합병원,298,17,경상남도,창원시,마산합포구 3·15대로 231,055-249-1000,35.19916991,128.5655555
2025-01-01,254,연세에스병원,종합병원,291,11,경상남도,창원시,진해구 해원로32번길 13,055-548-7700,35.1547295,128.69834
2025-01-01,255,창원파티마병원,종합병원,441,23,경상남도,창원시,"의창구 창이대로 45 (명서동, 창원파티마병원)",055-270-1109,35.23723809,128.6444869
2025-01-01,256,청록의료재단신세계요양병원,요양병원,617,6,경상남도,창원시,마산회원구 내서읍 죽암로 89,055-232-5600,35.25996031,128.5091709
2025-01-01,257,푸른요양병원,요양병원,679,6,경상남도,창원시,의창구 창원천로94번길 82-18 (대원동),055-270-8888,35.23724395,128.6584403
2025-01-01,258,365병원,병원,143,5,경상남도,창원시,마산회원구 3·15대로 686 (석전동),055-248-0365,35.23368271,128.5794188
2025-01-01,259,메트로병원,병원,240,12,경상남도,창원시,의창구 평산로219번길 3,055-259-7700,35.26084515,128.6258151
2025-01-01,260,진해세광병원,병원,160,7,경상남도,창원시,진해구 중원동로 55-1,055-540-3700,35.14975661,128.6609271
2025-01-01,261,가온내과의원,의원,0,11,경상남도,창원시,성산구 가음로 88 (가음동),055-282-8511,35.20541612,128.7030358
2025-01-01,262,새삼성내과의원,의원,0,9,경상남도,창원시,마산회원구 내서읍 삼계4길 34 3층,055-231-5502,35.23362493,128.5038971
2025-01-01,263,이동헌비뇨기과의원,의원,0,2,경상남도,창원시,마산회원구 회원동 북성로138 천지리치빌 306호,055-248-1097,35.21946162,128.5711559
2025-01-01,264,제니트비뇨기과의원,의원,0,4,경상남도,창원시,성산구 원이대로 595 고운메디컬 3층,055-285-2727,35.22800975,128.68026
2025-01-01,265,진해프라임비뇨기과의원,의원,0,2,경상남도,창원시,진해구 충장로 130 3층,055-547-8100,35.15174644,128.6662772
2025-01-01,266,화이트e치과,의원,0,7,경상남도,창원시,"마산회원구 3·15대로 686 9층,10층",055-255-2000,35.23368271,128.5794188
2025-01-01,267,통영서울병원,병원,165,4,경상남도,통영시,광도면 남해안대로 857,055-640-1112,34.87071713,128.4140637
2025-01-01,268,통영적십자병원,병원,106,8,경상남도,통영시,중앙로 97,055-644-8901,34.84238157,128.4198804
2025-01-01,269,최진화비뇨기과의원,의원,0,4,경상남도,통영시,"중앙로 90, 2층",055-646-7177,34.84165376,128.4191879
2025-01-01,270,통영예일안과의원,의원,0,1,경상남도,통영시,"중앙로 240, 2층",055-644-5419,34.8517363,128.4283704
2025-01-01,271,서울안과,의원,0,1,경상남도,하동군,하동읍 중앙로 15 2층(경남은행),055-882-2075,35.07014733,127.7508523
2025-01-01,272,청해의원,의원,0,9,경상남도,하동군, 진교면 진교중앙길 13,055-882-8540,35.02888673,127.9034521
2025-01-01,273,하동중앙의원,의원,29,11,경상남도,하동군,연화길 6 하동중앙내과정형외과의원,055-883-0222,35.07138718,127.7532389
2025-01-01,274,새롬재활요양병원(의료법인유천의료재단),요양병원,558,7,경상남도,함안군,칠원읍 예곡1길 13 새롬재활요양병원,055-580-5800,35.27587208,128.5317499
2025-01-01,275,(의)학산의료재단아라한국병원,병원,200,11,경상남도,함안군,경남 함안군 산인면 학산2길 17-50,055-736-4008,35.27427032,128.4317449
2025-01-01,276,보람가정의학과의원,의원,0,8,경상남도,함안군,원서로 10,055-586-0501,35.30827303,128.5183596
2025-01-01,277,참사랑의원,의원,0,8,경상남도,함안군,가야읍 중앙남1길 34,055-583-1929,35.27614943,128.407231
2025-01-01,278,함양성심병원,병원,90,9,경상남도,함양군,함양읍 고운로 70,055-963-4322,35.52070382,127.72931
2025-01-01,279,한마음연합의원,의원,29,12,경상남도,함양군,함양읍 용평길 44 한마음연합의원,055-964-2301,35.51983511,127.7318487
2025-01-01,280,(의)용성의료재단 삼성합천병원,병원,133,8,경상남도,합천군,합천읍 대야로 876 삼성합천병원,055-933-2200,35.56646584,128.1633399
2025-01-01,281,현대의원,의원,0,6,경상남도,합천군,삼가면 삼가1로 94,055-933-8578,35.41373704,128.122816
2025-01-01,282,세명병원,종합병원,364,2,경상북도,경산시,경안로 208,053-819-8389,35.82665942,128.7372929
2025-01-01,283,경북도립경산노인전문요양병원,요양병원,299,5,경상북도,경산시,경안로 23-10,053-819-0700,35.80933294,128.7392569
2025-01-01,284,새하양정형외과의원,의원,0,8,경상북도,경산시,하양읍 서사도리 9로 27,053-851-7585,35.91657201,128.8129401
2025-01-01,285,세명치과의원,의원,0,4,경상북도,경산시,경안로 206,053-812-2822,35.82596708,128.7370209
2025-01-01,286,정평경대연합신경외과의원,의원,0,8,경상북도,경산시, 대학로 10길 1,053-217-8899,35.83369237,128.7280052
2025-01-01,287,파티마연합속내과의원,의원,0,13,경상북도,경산시,하양읍 하양로 112 201호,053-852-7500,35.91391224,128.8196936
2025-01-01,288,동국대학교 경주병원,종합병원,327,25,경상북도,경주시,동대로 87,054-748-8139,35.85850641,129.19288
2025-01-01,289,중앙요양병원,요양병원,303,8,경상북도,경주시,금성로 281 (성건동),054-773-8500,35.84278557,129.206658
2025-01-01,290,큰마디큰병원,병원,110,5,경상북도,경주시,원화로 312(성동동) 큰마디병원,054-700-0119,35.84859527,129.2177165
2025-01-01,291,나득영심혈내과의원,의원,0,5,경상북도,경주시,원효로 51번길 12,054-772-9007,35.84329966,129.2066215
2025-01-01,292,박경대내과의원,의원,0,2,경상북도,경주시,화랑로 80 (서부동) 박경대내과의원,054-774-3337,35.84441526,129.2095054
2025-01-01,293,정흥채재활의학과의원,의원,0,6,경상북도,경주시,금성로 316,054-777-7277,35.84570003,129.2072224
2025-01-01,294,고령영생병원,병원,79,6,경상북도,고령군,대가야읍 중앙로 33,054-955-2661,35.72997452,128.2721527
2025-01-01,295,하하정형외과의원,의원,0,10,경상북도,고령군,다산면 다산로 701,054-954-9911,35.82324417,128.4540862
2025-01-01,296,순천향대학교 구미병원,종합병원,351,23,경상북도,구미시,1공단로 179(공단동),054-468-9114,36.10340832,128.3821847
2025-01-01,297,구미시립노인요양병원,요양병원,248,4,경상북도,구미시,야은로 37-1 (부곡동),054-440-1000,36.15316649,128.2902519
2025-01-01,298,고려마취통증의학과의원(구미),의원,29,8,경상북도,구미시, 금오산로 58,054-453-9797,36.12726673,128.3369394
2025-01-01,299,마디와신경외과의원,의원,0,4,경상북도,구미시,구미중앙로 149,054-457-1800,36.12617184,128.3384679
2025-01-01,300,삼성연합의원,의원,6,8,경상북도,구미시,인동가산로 19,054-474-8575,36.10706034,128.4192551
2025-01-01,301,하나이비인후과의원,의원,1,1,경상북도,구미시, 구미중앙로 111,054-455-8924,36.12778725,128.3345308
2025-01-01,302,덕산의료재단 김천제일병원,종합병원,296,17,경상북도,김천시,신음1길 12 (신음동) 김천제일병원,054-420-9407,36.1354534,128.1188216
2025-01-01,303,김천남산종합의원,의원,29,4,경상북도,김천시,김천로 192(남산동),054-434-2111,36.11912849,128.121185
2025-01-01,304,김천참좋은마취통증의학과의원,의원,0,5,경상북도,김천시,신음새동네길 1,054-431-8275,36.13469725,128.1178871
2025-01-01,305,세이치과의원,의원,0,1,경상북도,김천시,김천로 158,054-431-2275,36.1208439,128.1182772
2025-01-01,306,동춘의료재단 문경제일병원,종합병원,720,19,경상북도,문경시,당교3길 25,054-550-7793,36.5838133,128.1884846
2025-01-01,307,드림비뇨기과의원,의원,0,2,경상북도,문경시,"중앙로 127, 2층",054-504-7752,36.59650173,128.1999831
2025-01-01,308,삼성안과의원,의원,0,1,경상북도,문경시,점촌로 23,054-554-1119,36.59690705,128.2001182
2025-01-01,309,용이비인후과의원,의원,0,5,경상북도,문경시,중앙로 195 (흥덕동) 용이비인후과의원,054-556-7575,36.60180454,128.2031601
2025-01-01,310,(의)봉화해성병원,병원,97,5,경상북도,봉화군,봉화읍 보밑길 3,054-674-1332,36.89168892,128.7335032
2025-01-01,311,(의)삼백의료재단 상주성모병원,종합병원,201,16,경상북도,상주시,냉림서성길 7,054-532-5001,36.42081179,128.1599741
2025-01-01,312,강남비뇨기과의원,의원,0,5,경상북도,상주시,상산로 255 (남성동) 강남빌딩5층 강남비뇨기과,054-534-7575,36.41378306,128.1592013
2025-01-01,313,상주제일안과,의원,0,1,경상북도,상주시,상산로 251,054-536-7585,36.41330533,128.1592449
2025-01-01,314,(의)석촌의료재단 성주무강병원,병원,55,5,경상북도,성주군,성주읍 성주읍3길 5-3,054-932-1212,35.9188173,128.2864195
2025-01-01,315,안동의료원,종합병원,251,19,경상북도,안동시,태사2길 55(북문동470),054-850-6000~10,36.56820782,128.7320918
2025-01-01,316,경북도립안동노인전문요양병원,요양병원,363,9,경상북도,안동시,남후면 남일로 1463,054-851-6110,36.52369023,128.6894303
2025-01-01,317,용상황금연합의원,의원,0,12,경상북도,안동시,경동로 847 (용상동) 용상황금연합의원 1층,054-822-7500,36.56103118,128.7499428
2025-01-01,318,영덕아산병원,병원,84,6,경상북도,영덕군,영해면 영덕로 1621,054-730-0114,36.52367553,129.4023488
2025-01-01,319,영덕경대안과의원,의원,3,1,경상북도,영덕군,영덕읍 중앙길 90 영덕경대안과,054-734-5817,36.41094344,129.3702148
2025-01-01,320,(의)명성의료재단 영양병원,병원,50,3,경상북도,영양군,영양읍 동서대로 75,054-682-0727,36.66261492,129.1172659
2025-01-01,321,(의)청봉의료재단 성누가병원,병원,187,9,경상북도,영주시,구성로 329,054-639-9112,36.82138995,128.6246511
2025-01-01,322,영주기독병원,병원,70,5,경상북도,영주시,구성로 380,054-635-6161,36.82530252,128.6209389
2025-01-01,323,권오연치과의원,의원,0,1,경상북도,영주시,중앙로 78,054-636-0248,36.82211981,128.6246683
2025-01-01,324,김제욱피부비뇨기과의원,의원,0,5,경상북도,영주시,중앙로 122,054-635-8290,36.8258975,128.6260442
2025-01-01,325,맑은이비인후과의원,의원,0,3,경상북도,영주시,중앙로 122-1 (하망동) 1층 맑은이비인후과,054-631-3457,36.82601453,128.6260676
2025-01-01,326,영남대학교부속 영천병원,종합병원,189,15,경상북도,영천시,오수1길 10(오수동),054-330-7042,35.95708746,128.9127824
2025-01-01,327,금호의원,의원,0,7,경상북도,영천시,금호읍 교대길 14 금호의원,054-336-7117,35.93235401,128.8718927
2025-01-01,328,영천이플란트치과의원,의원,0,1,경상북도,영천시,완산로 68,054-706-8275,35.96621989,128.9392964
2025-01-01,329,의료법인 서준의료재단 예천권병원,병원,181,9,경상북도,예천군,예천읍 동본리 시장로 136,054-654-6611,36.65738076,128.4589848
2025-01-01,330,서울삼성내과의원,의원,0,4,경상북도,예천군,예천읍 시장로 108,054-652-3410,36.65641941,128.4558808
2025-01-01,331,영남의원,의원,3,6,경상북도,예천군,예천읍 효자로 125 영남의원,054-653-7583,36.65846918,128.4571792
2025-01-01,332,울릉군보건의료원,의원,21,10,경상북도,울릉군,울릉읍 울릉순환로 396-18,054-790-6871,37.48590672,130.8995178
2025-01-01,333,울진군의료원,병원,60,15,경상북도,울진군,울진읍 현내항길 71,054-785-7027,36.99225143,129.409993
2025-01-01,334,누가의원,의원,0,7,경상북도,울진군,북면 울진북로 2067 누가의원,054-782-4979,37.10128719,129.3719988
2025-01-01,335,민치과의원,의원,0,1,경상북도,울진군,울진읍 울진중앙로 120,054-783-0050,36.99225405,129.4014107
2025-01-01,336,의성군공립요양병원,요양병원,196,5,경상북도,의성군,의성읍 안평의성로 1122-30,054-834-7400,36.35966951,128.6809804
2025-01-01,337,삼성연합의원(의성),의원,29,8,경상북도,의성군,안계면 안계길 171,054-861-5353,36.38627396,128.434598
2025-01-01,338,오복치과의원,의원,0,2,경상북도,의성군,의성읍 문소3길 110,054-833-7528,36.3556982,128.6944943
2025-01-01,339,진연합의원,의원,29,8,경상북도,의성군,의성읍 문소3길 109,054-832-7588,36.35540456,128.6938455
2025-01-01,340,청도대남병원,병원,245,9,경상북도,청도군,화양읍 청화로 79-7,054-373-0606,35.64863087,128.7368099
2025-01-01,341,마디연합정형외과의원,의원,29,1,경상북도,청도군,청도읍 청화로 99,054-373-9263,35.64726999,128.738255
2025-01-01,342,속튼튼의원,의원,0,4,경상북도,청도군,청도읍 청화로 154,054-371-0075,35.64369161,128.74265
2025-01-01,343,청도탑연합비뇨의학과의원,의원,0,2,경상북도,청도군,청도읍 청화로 179,054-373-1020,35.64259721,128.7447157
2025-01-01,344,청송군보건의료원,의원,46,7,경상북도,청송군,청송읍 의료원길 19,054-870-7111,36.43114646,129.0517719
2025-01-01,345,왜관병원,병원,51,15,경상북도,칠곡군,왜관읍 군청2길 10,054-971-1004,35.99612571,128.4015291
2025-01-01,346,더속편한내과의원,의원,0,4,경상북도,칠곡군,석적읍 강변대로 2288,054-977-4500,36.07556389,128.3942955
2025-01-01,347,우리삼성안과의원,의원,0,1,경상북도,칠곡군,왜관읍 중앙로 159,054-975-7582,35.98913919,128.3992423
2025-01-01,348,포항의료원,종합병원,298,26,경상북도,포항시,북구 용흥로 36,054-245-0137,36.035075,129.3537809
2025-01-01,349,경상북도립 포항노인전문요양병원,요양병원,166,4,경상북도,포항시,북구 용흥로 36,054-245-0138,36.035075,129.3537809
2025-01-01,350,좋은선린요양병원,요양병원,374,8,경상북도,포항시,북구 대신로 27 (대신동) 좋은선린요양병원,054-245-6000,36.04650918,129.3666946
2025-01-01,351,경대연합내과의원,의원,0,6,경상북도,포항시,북구 삼흥로 18,054-254-8282,36.06391753,129.3803492
2025-01-01,352,시원한신경과의원,의원,0,8,경상북도,포항시,남구 중흥로 88,054-285-8500,36.01298408,129.3507292
2025-01-01,353,우리연합의원,의원,29,12,경상북도,포항시,남구오천읍 정몽주로 560,054-292-9200,35.96799401,129.4163253
2025-01-01,354,제일좋은내과의원,의원,0,13,경상북도,포항시,남구 대이로 109,054-254-1212,36.02495662,129.3407379
2025-01-01,355,수완탑정형외과의원,의원,0,5,광주광역시,광산구,임방울대로 348,062-959-8575,35.19107327,126.8243807
2025-01-01,356,연세세브란스치과의원,의원,2,6,광주광역시,광산구,장신로 253,062-959-0202,35.19090603,126.8378887
2025-01-01,357,첨단메디케어의원,의원,20,8,광주광역시,광산구,월계로 223-8,062-720-9700,35.21364505,126.8508439
2025-01-01,358,최원내과의원,의원,0,1,광주광역시,광산구, 임방울대로 334 (수완동) 3층,062-954-0875,35.18977344,126.8241908
2025-01-01,359,더윈이비인후과의원,의원,0,9,광주광역시,남구,서문대로 675,062-676-0111,35.11956973,126.8986913
2025-01-01,360,조민석내과의원,의원,0,3,광주광역시,남구,서문대로 692,062-652-7070,35.12122236,126.8990311
2025-01-01,361,킹덤치과의원,의원,0,10,광주광역시,남구,제석로 110,062-671-4400,35.12421073,126.9075376
2025-01-01,362,힐링연합의원,의원,27,9,광주광역시,남구,서문대로 725 (진월동) 2층,062-651-8600,35.12403292,126.8978414
2025-01-01,363,김평남내과의원,의원,0,10,광주광역시,동구,백서로 134-1,062-233-7575,35.142118,126.9202477
2025-01-01,364,연합내과의원,의원,0,6,광주광역시,동구,남문로 696 (학동) 1층 연합내과,062-222-5651,35.13278215,126.9286769
2025-01-01,365,뉴스타정형외과의원,의원,27,2,광주광역시,북구,임방울대로 1055,062-463-7575,35.21216611,126.8728528
2025-01-01,366,에이치메디컬의원,의원,22,5,광주광역시,북구,서암대로 187,061-510-2003,35.16884057,126.9047573
2025-01-01,367,문영래정형외과병원,병원,50,3,광주광역시,서구,운천로 148 (쌍촌동) 2층,062-606-8275,35.14580553,126.85735
2025-01-01,368,박상훈내과의원,의원,0,10,광주광역시,서구,화개1로 45,062-653-9119,35.12800749,126.8549432
2025-01-01,369,상무탑정형외과의원,의원,0,5,광주광역시,서구,마륵복개로 91,062-384-8875,35.14616998,126.8491802
2025-01-01,370,고려마취통증의학과의원,의원,0,5,대구광역시,군위군,군위읍 중앙길 100 고려마취통증의학과의원,054-382-0922,36.23715223,128.5673717
2025-01-01,371,곽앤신이비인후과의원,의원,2,7,대구광역시,남구,월배로 474,054-638-7582,35.83526994,128.5562653
2025-01-01,372,서부영남내과의원,의원,0,5,대구광역시,남구,대명로 12 (대명동),053-656-7533,35.83755631,128.5588493
2025-01-01,373,원형마취통증의학과의원,의원,0,5,대구광역시,남구,대명로 304,053-622-4955,35.84450358,128.5893742
2025-01-01,374,상인요양병원,요양병원,183,4,대구광역시,달서구,월배로 247,053-282-5000,35.82002923,128.5403222
2025-01-01,375,김종원치과의원,의원,0,1,대구광역시,달서구,한실로 99,053-632-2804,35.80693632,128.5375445
2025-01-01,376,비앤비뇨의학과의원,의원,2,2,대구광역시,달서구,달구벌대로 1525,053-552-2525,35.85015341,128.5339066
2025-01-01,377,수연합내과의원,의원,0,5,대구광역시,달서구,월배로 219 801호,0507-1486-7578,35.81910639,128.5370845
2025-01-01,378,완쾌신경과의원,의원,0,5,대구광역시,달서구,월배로 175,053-642-2123,35.81758451,128.5327361
2025-01-01,379,좋은연합정형외과의원,의원,21,6,대구광역시,달서구,당산로 94,053-628-2727,35.84584159,128.5446933
2025-01-01,380,더퍼스트병원,병원,60,4,대구광역시,달성군,화원읍 비슬로 2463,053-710-8211,35.79812633,128.4878753
2025-01-01,381,구지척앤본신경외과의원,의원,0,4,대구광역시,달성군,구지면 과학마을로 42,053-615-6666,35.65555317,128.4179899
2025-01-01,382,유가제일연합의원,의원,0,13,대구광역시,달성군,"유가읍 테크노상업로 108 501호, 502호",053-292-7582,35.69324322,128.4611356
2025-01-01,383,현풍경대비뇨기과의원,의원,0,5,대구광역시,달성군,현풍읍 테크노상업로 20,053-611-8700,35.69097353,128.4535871
2025-01-01,384,바로본병원,병원,200,7,대구광역시,동구,국채보상로 769,1644-8575,35.86842122,128.6151866
2025-01-01,385,대동에스정형외과의원,의원,0,10,대구광역시,동구,"아양로 251 (신암동) 대동빌딩, 대동에스정형외과의원",053-943-2621,35.88763272,128.6401681
2025-01-01,386,라임비뇨기과의원,의원,0,2,대구광역시,동구,아양로 81,053-955-7600,35.88335295,128.6227783
2025-01-01,387,센트럴안과의원,의원,0,1,대구광역시,동구,동부로 22길 2,053-782-0055,35.87619389,128.6267311
2025-01-01,388,속안심내과연합의원,의원,0,3,대구광역시,동구,안심로 366,053-965-6633,35.86778424,128.7243643
2025-01-01,389,김정수이비인후과의원,의원,0,4,대구광역시,북구,학정로 415,053-327-3338,35.94184686,128.5629872
2025-01-01,390,브이웰마취통증의학과의원,의원,5,9,대구광역시,북구,동북로 244,053-956-4886,35.89528691,128.6174553
2025-01-01,391,새강북연합정형외과의원,의원,29,3,대구광역시,북구,학정로 419,053-324-7575,35.94210797,128.5630444
2025-01-01,392,태전정형외과연합의원,의원,0,6,대구광역시,북구,칠곡중앙대로 302,053-324-7585,35.92260509,128.5471486
2025-01-01,393,경대믿음정형외과의원,의원,15,7,대구광역시,서구,원대로 33,053-525-7582,35.88051153,128.5801279
2025-01-01,394,서내과의원,의원,0,3,대구광역시,서구,달구벌대로 1883 (내당동) 1층,053-556-4509,35.86191051,128.5702593
2025-01-01,395,이성원피부비뇨기과의원,의원,0,2,대구광역시,서구,달서로 201,053-562-8308,35.88031053,128.5713107
2025-01-01,396,9988정형외과의원,의원,0,7,대구광역시,수성구,수성로 353,053-784-9988,35.85707335,128.6134712
2025-01-01,397,S신경외과의원,의원,2,3,대구광역시,수성구,동대구로 86,053-764-1192,35.83780004,128.6245244
2025-01-01,398,다올연합의원,의원,0,11,대구광역시,수성구,범안로 60,053-782-2558,35.81766748,128.6443854
2025-01-01,399,시지율정신건강의학과의원,의원,0,1,대구광역시,수성구,달구벌대로 3188 (신매동) 3층 시지율정신건강의학과의원,053-792-7570,35.84031802,128.7052185
2025-01-01,400,준내과의원,의원,0,8,대구광역시,수성구,달구벌대로 2395 (범어동) 준내과의원,053-746-0875,35.85963014,128.6245188
2025-01-01,401,건강제일내과의원,의원,0,1,대구광역시,중구,달구벌대로 1993 (대신동) 2층,053-255-8333,35.86506302,128.5819528
